number,title,image,year,location,color_1,color_2,color_3,color_4,color_5
662,"Langlois Bridge at Arles, watercolor",Van_Gogh_-_Die_Brücke_von_Langlois_in_Arles1.jpeg,1888,Private collection (F1480),#CE9C64,#766A6B,#A49B9D,#BFBECA,#E3CAA5
663,Wheat Fields with Stacks,Van_Gogh_-_Weizenfeld_mit_Hocken.jpeg,1888,"Private collection (no catalog F number, JH 1478)",#969D84,#536549,#BCC9DC,#74815C,#6690C0
664,Sunset at Montmajour,Sunset_at_Montmajour_1888_Van_Gogh.jpg,July 1888,"Van Gogh Museum, Amsterdam, Netherlands (no catalog F number)",#5C5A29,#ADB289,#768276,#7C7A50,#7E7947
665,Still Life: Plate with Two Red Herrings,Van_Gogh_-_Stillleben_mit_zwei_Bücklingen.jpeg,1889,Private Collection (F283a),#736C77,#A6A0AA,#413A44,#68616B,#6D6671
666,Two White Butterflies,Van_Gogh_-_Zwei_weiße_Schmetterlinge.jpeg,1889,"Van Gogh Museum, Amsterdam (F402)",#7C8C4C,#7E9262,#9CAC72,#5A6F43,#728960
667,Still Life: Vase with Twelve Sunflowers,Van_Gogh_Twelve_Sunflowers.jpg,1889,"Philadelphia Museum of Art, Philadelphia, Pennsylvania (F455)",#E5C357,#706639,#A4BE8F,#AF8032,#D2A13A
668,Still Life: Vase with Fifteen Sunflowers,Van_Gogh_-_Vierzehn_Sonnenblumen_in_einer_Vase1.jpeg,1889,"Sompo Japan Museum of Art, Tokyo, Japan (F457)",#CFBF2F,#BFA136,#DED24B,#C4A756,#957B2F
669,Still Life: Vase with Fifteen Sunflowers,Vincent_van_Gogh_-_Sunflowers_-_VGM_F458.jpg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F458)",#AE9835,#9B7A10,#B8991A,#CDBE46,#BAA030
670,Grass and Butterflies,Van_Gogh_-_Rasenstück_mit_Schmetterlingen.jpeg,1889,Private collection (F460),#999769,#7B815B,#CFBC80,#56572C,#948448
671,Bedroom in Arles,"La_Chambre_à_Arles,_by_Vincent_van_Gogh,_from_C2RMF_frame_cropped.jpg",September 1889,"Musée d'Orsay, Paris (F483)",#5A6261,#9A856F,#BAAF98,#8295AF,#936B18
672,Bedroom in Arles,Vincent_Willem_van_Gogh_135.jpg,September 1889,Art Institute of Chicago (F484),#A08A5C,#BDB48F,#A0612C,#889189,#61583C
673,Portrait of Doctor Felix Rey,Vincent_van_Gogh_-_Portrait_of_Doctor_Félix_Rey_(F500).jpg,1889,"Pushkin Museum, Moscow, Russia (F500)",#283932,#A59D6D,#394967,#647548,#525E2F
674,Still Life: Blue Gloves and Basket with Oranges and Lemons,Still_Life_of_Oranges_and_Lemons_with_Blue_Gloves.JPG,1889,Private Collection (F502),#445B3B,#8C9659,#B9C18A,#A58024,#988A5F
675,La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin),La_Berceuse_-_1889.jpg,1889,"Metropolitan Museum of Art, New York (F505)",#AB9169,#3A422B,#28614B,#82331D,#162215
676,La Berceuse (Augustine Roulin),La_Berceuse_1889_van_Gogh_Stedelijk_Museum.jpg,1889,"Stedelijk Museum, Amsterdam (F507)",#B0B074,#314024,#5F724B,#637432,#BA4B22
677,Madame Roulin Rocking the Cradle (La Berceuse),Van_Gogh_-_La_Berceuse_(Augustine_Roulin).jpeg,1889,Art Institute of Chicago (F508),#97A16B,#5C6A4E,#302F2B,#B96A4F,#735745
678,Still Life: Bloaters on a Piece of Yellow Paper,Van_Gogh_Bloaters-on-a-Piece-of-Yellow-Paper-1889.jpg,1889,Private collection (F510),#9E7045,#CA9965,#815F45,#583F2E,#9E826E
679,The Crau with Peach Trees in Bloom,Van_Gogh_-_Die_Ebene_-La_Crau-_bei_Arles_mit_blühenden_Pfirsichbäumen.jpg,1889,"The Courtauld Institute Galleries, London, England - former collection Anna Boch (F514)",#B7A374,#C9C7AF,#A39A7C,#8E8C7E,#7E663F
680,View of Arles with Trees in Blossom (Orchard in Bloom with View of Arles),WLANL_-_artanonymous_-_View_of_Arles_with_Trees_in_Blossom.jpg,April 1889,"Van Gogh Museum, Amsterdam (F515, JH1683)",#4E7B4B,#2F542E,#93878A,#6C595F,#C5C0C3
681,"View of Arles, Flowering Orchards",Vincent_Van_Gogh_0018.jpg,1889,"Neue Pinakothek, Munich, Germany (F516)",#8D9798,#37423E,#657172,#7E8972,#BCC0BF
683,The Courtyard of the Hospital at Arles,Van_Gogh_-_Garten_des_Hospitals_in_Arles1.jpeg,1889,"The Oskar Reinhart Collection ‘Am Römerholz’, Winterthur, Switzerland (F519)",#A99A79,#D9C897,#7E7054,#584A2D,#A68A45
684,Pollard Willows,Van_Gogh_-_Weg_mit_beschnittenen_Weiden.jpeg,1889,"Tate Gallery, London (F520)",#9FA159,#C1B086,#9E9484,#716947,#918366
685,Self-Portrait without Beard also Portrait de l'artiste sans barbe †,Vincent_Willem_van_Gogh_102.jpg,1889,Private collection (F525),#A1A18E,#503D42,#7B8177,#AE8458,#85583D
686,Self-Portrait with Bandaged Ear,Van_Gogh_-_Selbstbildnis_mit_verbundenem_Ohr.jpeg,1889,"Courtauld Institute of Art, London (F527)",#BAAD76,#5C7B7A,#364F46,#968358,#B5BCAE
687,Self-Portrait with Bandaged Ear and Pipe,Vincent_Willem_van_Gogh_106.jpg,1889,"Tate Gallery, London (F529)",#8C594C,#834635,#4C4043,#AD927C,#B96C42
688,Portrait of a Young Peasant,Vincent_Willem_van_Gogh_054.jpg,1889,"Museum of Modern Art, Rome, Italy (F531)",#ABA369,#434027,#D6CEA2,#9F6747,#737A4F
689,Lilacs,Van_Gogh_-_Fliederstrauch.jpeg,1889,"Hermitage, St. Petersburg, Russia (F579)",#7E7765,#4B4B82,#5A5243,#B0AA92,#2F282B
690,Roses,Van_Gogh_-_Blühender_Rosenbusch.jpeg,1889,"The National Museum of Western Art, Tokyo (F580)",#92803C,#443A22,#6F6645,#C5BE95,#989067
691,Field with Poppies,Van_Gogh_-_Feld_mit_Mohnblumen.jpeg,1889,"Kunsthalle Bremen, Bremen, Germany (F581)",#ACB399,#72765D,#4B5544,#938C66,#6F8675
692,Clumps of Grass,Vincent_van_Gogh_-_Clumps_of_Grass.jpg,1889,Private collection (F582),#8E9769,#8F9D6D,#6E794D,#AFB98A,#879467
693,A Field of Yellow Flowers,A_Field_of_Yellow_Flowers.jpg,1889,"Kunstmuseum Winterthur, Switzerland (F584)",#B59F44,#806A0B,#C8B33F,#E1CD63,#AB9625
694,Olive Orchard,Vincent_Willem_van_Gogh_079.jpg,"Mid-June, 1889","Kröller-Müller Museum, Otterlo, Netherlands (F585)",#A79F77,#343A21,#6B7987,#565E45,#837742
695,Olive Grove: Orange Sky,Van_Gogh_-_Olivenhain.jpeg,"November, 1889","Göteborgs Museum of Art, Gõteborg, Sweden (F586)",#D5CB6B,#847A6F,#615A4C,#A39582,#C6C5AA
696,Olive Orchard with a Man and a Woman Picking Fruit,Van_Gogh_-_Oilvenhain_mit_pflückenden_Figuren.jpeg,"December, 1889","Kröller-Müller Museum, Otterlo, Netherlands (F587)",#C1AE50,#848367,#A5A182,#616148,#D1C069
697,The Iris,Van_Gogh_-_Iris.jpeg,1889,"National Gallery of Canada, Ottawa, Canada (F601)",#619166,#5D8B61,#649367,#659369,#639167
698,"Still Life: Drawing Board, Pipe, Plate with Onions, ""Annuaire de la Santé,"" and Sealing-Wax",Still_Life_Drawing_Board.jpg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F604)",#B18731,#4B411F,#CED09D,#979D6A,#D8B858
699,Crab on its Back,"Crustacean,_lying_on_his_back_by_Vincent_van_Gogh_(Van_Gogh_museum_photogtaph).jpg",1888,"Van Gogh Museum, Amsterdam, Netherlands (F605)",#415A37,#303E23,#687F5E,#455C3B,#50613F
700,Two Crabs,Van_Gogh_-_Zwei_Krebse.jpeg,1889,"Faggionato Fine Arts, London (F606)",#6E6670,#6A626C,#483F48,#736C75,#A09AA4
701,Irises †,VanGoghIrises2.jpg,1889,"Getty Museum, Los Angeles (F608)",#708E8A,#A6C0A5,#9E8D51,#6E8956,#364843
702,Ivy (A Corner in the Garden of Saint-Paul Hospital),Van-Gogh-Ivy.jpg,1889,Location unknown (F609),#B0B2B6,#7B7E82,#494C52,#7E8085,#777A7E
703,Great Peacock Moth (Death's-Head Moth on an Arum),WLANL_-_artanonymous_-_Nachtpauwoog.jpg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F610)",#63766B,#62756A,#687A6E,#607167,#617368
704,Mountainous Landscape Behind Saint-Paul Hospital,Van_Gogh_-_Berglandschaft_hinter_dem_Hospital_Saint-Paul.jpeg,1889,"Ny Carlsberg Glyptotek, Copenhagen, Denmark (F611)",#99A8AA,#B3CAA3,#C3D397,#C4D0D3,#A6B97F
705,The Starry Night,VanGogh-starry_night.jpg,1889,"Museum of Modern Art, New York City (F612)",#B4B6B7,#737491,#A4A27B,#302E32,#54546B
706,Cypresses,Van_Gogh_-_Zypressen.jpeg,1889,"Metropolitan Museum of Art, New York, New York (F613)",#797664,#CCCCC4,#A2A69C,#A2996E,#504D3E
707,"A Wheat Field, with Cypresses",Vincent_Van_Gogh_0020.jpg,September 1889,"National Gallery, London, England (F615)",#D9E2C4,#857F54,#B0B89D,#492F12,#B26F1F
708,Wheat Field with Reaper and Sun also see Wheat Fields (Van Gogh series),Wheat_field_with_reaper_and_sun.jpg,June-Sept 1889,"Kröller-Müller Museum, Otterlo, Netherlands (F617)",#8A7946,#715929,#513F1B,#605A47,#5D4F30
709,Wheat Field with a Reaper,Van_Gogh_-_Weizenfeld_mit_Schnitter_bei_aufgehender_Sonne.jpeg,"September, 1889","Van Gogh Museum, Amsterdam, Netherlands (F618)",#D0AB56,#D0B164,#B19150,#CFB56B,#DBCD7D
710,Wheat Field Behind Saint-Paul Hospital with a Reaper,Van_Gogh_-_Weizenfeld_hinter_dem_Hospital_Saint-Paul_(Die_Ernte).jpeg,"September, 1889","Museum Folkwang, Essen, Germany (F619)",#B3A089,#E0CBA2,#E6B46E,#AA7B42,#CE9B56
711,Cypresses with Two Female Figures,Van_Gogh_-_Zypressen_mit_zwei_weiblichen_Figuren.jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F620)",#767667,#74715F,#A2A599,#767B71,#4F5144
712,Mountains at Saint-Rémy,Van_Gogh_-_Berglandschaft_in_Saint-Rémy.jpeg,1889,"Solomon R. Guggenheim Museum, New York (F622)",#53582D,#A8A463,#8C8A4A,#A0B499,#D4D4A2
713,Huts surrounded by olive trees and cypresses also Wooden Sheds,Van_Gogh_-_Hütten_zwischen_Olivenbäumen_und_Zypressen.jpeg,1889,"Van Gogh Museum, Amsterdam (F623)",#6B5C59,#917F7C,#9D9797,#BFB5AF,#BF9684
714,Half Figure of an Angel (after Rembrandt),Van_Gogh_-_Halbfigur_eines_Engels_(nach_Rembrandt).jpeg,1889,Location unknown (F624),#7E9FB9,#6C9BC7,#7BA6CA,#9EBFD8,#577FAC
715,Enclosed Field with Ploughman,Van_Gogh_-_Acker_mit_pflügenden_Bauern.jpeg,1889,Private collection (F625),#806857,#C6B592,#9B805B,#533B28,#705744
716,Self-Portrait,Vincent_van_Gogh_-_National_Gallery_of_Art.JPG,1889,"National Gallery of Art, Washington, D.C. (F626, JH1770)",#AAB377,#427381,#1F4959,#908131,#565B30
717,Self-Portrait,Self-Portrait_(Van_Gogh_September_1889).jpg,1889,"Musée d'Orsay, Paris, France (F627)",#B0A176,#6C776F,#92A5AC,#B1C7D1,#E0D1A9
718,Portrait of Trabuc; Chief Orderly at Saint-Paul Hospital,Vincent_Willem_van_Gogh_093.jpg,1889,"Kunstmuseum Solothurn, Solothrun, Switzerland (F629)",#969671,#ADB28E,#3C3C35,#727B76,#996F4D
719,The Pietà (after Delacroix),Vincent_Willem_van_Gogh_083.jpg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F630)",#647073,#515858,#9E9C77,#7A7448,#32312C
720,Portrait of Madame Trabuc (b/w copy),Van_Gogh_-_Bildnis_Madame_Trabuc.jpeg,1889,"Hermitage, St. Petersburg, Russia (F631)",#7A717C,#756D78,#433C46,#A59EA8,#726973
721,The Sheep-Shearers (after Millet),WLANL_-_Minke_Wagenaar_-_Vincent_van_Gogh_1889_The_sheep_shearer_(after_Millet)-2-2.jpg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F634)",#B4B4B3,#5B544A,#A29984,#7F7867,#6F7EA0
722,Entrance to a Quarry near Saint-Remy,Van_Gogh_-_Eingang_zu_einem_Steinbruch1.jpeg,1889,Private Collection (F635),#554840,#7A706A,#826A5C,#9E9794,#5A5E6E
723,Mulberry Tree (Van Gogh),Van_Gogh_-_Maulbeerbaum.jpeg,1889,"Norton Simon Museum, Pasadena, California (F637)",#6C5531,#8483B4,#AA9366,#4E4C7C,#D8CBAE
724,Two Poplars on a Road Through the Hills,Van_Gogh_-_Zwei_Pappeln_an_einem_Weg_durch_die_Hügel.jpeg,1889,"Cleveland Museum of Art, Cleveland, Ohio (F638)",#574C32,#BF9E4F,#888483,#D6C089,#937637
725,The Garden of Saint-Paul Hospital,Van_Gogh_-_Garten_des_Hospitals_Saint-Paul1.jpeg,"October, 1889",Private Collection (F640),#CAC4B1,#6E6643,#8E887F,#B8AE66,#9D9669
726,Landscape at Saint-Rémy (Enclosed Field with Peasant),WLA_ima_Landscape_at_St_Remy.jpg,1889,"Indianapolis Museum of Art, Indianapolis, Indiana (F641)",#E3C789,#8A6F3F,#CBA051,#BCA265,#A1A396
727,The Courtyard of the Hospital at Arles,Van_Gogh_-_Bäume_im_Garten_des_Hospitals_Saint-Paul1.jpeg,1889,Private Collection (F642) ,#C3B993,#997C52,#4E422B,#7C8689,#6E6751
728,Trees in the Garden in Front of the Entrance to Saint-Paul Hospital,Van_Gogh_-_Bäume_im_Garten_des_Hospitals_Saint-Paul.jpeg,1889,"Hammer Museum, Los Angeles, California (F643)",#696C69,#787161,#82683F,#4F4839,#9D957E
729,The Man is at Sea (after Demont-Breton),Van_Gogh_-_Der_Mann_ist_auf_See_(nach_Demont-Breton).jpeg,1889,Private collection (F644),#82828D,#C3AD96,#726967,#544F4F,#A17C61
730,The Ravine (Les Peiroulets),Van_Gogh_-_Die_Schlucht_-Les_Peiroulets-.jpg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F645)",#6F745B,#AAA169,#545126,#7D794B,#8E742B
731,Ward in the Hospital in Arles,Ward_in_the_Hospital_in_Arles.jpg,1889,"The Oskar Reinhart Collection 'Am Römerholz', Winterthur, Switzerland (F646)",#416772,#3D3924,#68816F,#9AB5A8,#95763C
732,Evening: The Watch (after Millet) and Copies of Millet,Van_Gogh_-_Abendstunde_(nach_Millet).jpeg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F647)",#877C53,#B8AA7E,#6A6443,#9B8E60,#90845B
733,Two Peasants Digging (after Millet),Van_Gogh_-_Zwei_Bauern_beim_Umgraben.jpeg,1889,"Stedelijk Museum, Amsterdam, Netherlands (F648)",#B4A382,#A79373,#9E9785,#B2B5B9,#827258
734,Evening: The End of the Day (after Millet),"Vincent_van_Gogh_-_Evening,_The_End_of_the_Day_(after_Millet).jpg",1889,"Menard Museum of Art, Aichi, Japan (F649)",#C5AF5E,#948960,#595134,#7C7250,#968340
735,Enclosed Field in Rain,Van_Gogh_-_Weizenfeld_im_Regen.jpeg,1889,"Philadelphia Museum of Art, Philadelphia, Pennsylvania (F650)",#9F997E,#857F61,#C3BBA8,#A59E81,#A9A288
736,Walk: Falling Leaves also Man Walking in a Wood with Falling Leaves,Van_Gogh_-_Spaziergänger_im_Park_mit_fallenden_Blättern.jpeg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F651)",#735928,#8D774D,#BA9944,#DBC8A1,#AB976D
737,Weatherbeaten Pine Trees against a Red Sky with Setting Sun,Van_Gogh_-_Kiefern_mit_untergehender_Sonne_und_weiblicher_Figur.jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F652)",#92733F,#B59D6B,#74725A,#57553C,#38351E
738,Pine Trees with Figure in the Garden of Saint-Paul Hospital also Hospital at Saint-Remy,Hospital_in_Saint-Remy.jpg,1889,"Musée d'Orsay, Paris, France (F653)",#69503A,#392A1F,#B3A692,#6F7179,#9D7B54
739,Olive Picking,Van_Gogh_-_Olivenpflücker2.jpeg,"December, 1889",Location Unknown (F654),#67654D,#8C987A,#94977D,#C9C8AD,#9F936C
740,Women Picking Olives,Van_Gogh_-_Olivenpflücker1.jpg,"December, 1889","Metropolitan Museum of Art, New York (F655)",#A99A6F,#AD9978,#DBC29B,#A4936C,#80714A
741,Women Picking Olives also Olive Pickers,Van_Gogh_-_Olivenpflücker.jpeg,"December, 1889","National Gallery of Art, Washington D.C. (F656)",#826D41,#C0AE7C,#9C8B62,#A19254,#A5925F
742,Road Menders at Saint-Rémy also The Large Plane Trees,Vincent_Willem_van_Gogh_132.jpg,1889,"Cleveland Museum of Art, Ohio (F657)",#826832,#4D3B18,#9F8B58,#7B7352,#C1B181
743,The Road Menders,Van_Gogh_The_Road_Menders-1889-Phillips.jpg,1889,"The Phillips Collection, Washington, D.C. (F658)",#766C3F,#433613,#B0862F,#D7C388,#A99962
744,A Corner of Saint-Paul Hospital,WLANL_-_artanonymous_-_De_tuin_van_de_inrichting_Saint_Paul.jpg,1889,"Van Gogh Museum, Amsterdam (F659)",#A5A19B,#453B35,#68696E,#7F7058,#714733
745,"A Corner of Saint-Paul Hospital and the Garden with a Heavy, Sawed-Off Tree",Van_Gogh_-_Garten_des_Hospitals_Saint-Paul3.jpeg,1889,"Museum Folkwang, Essen, Germany (F660)",#8C8642,#83794B,#847B5E,#ACA77F,#595540
746,The Ravine (Les Peiroulets),Van_Gogh_-_Die_Schlucht_-Les_Peiroulets-2.jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F661)",#878F89,#656D66,#4B514B,#6C736D,#686F68
747,The Ravine (Les Peiroulets),Van_Gogh_-_Die_Schucht_-Les_Peiroulets-.jpeg,1889,"Museum of Fine Arts, Boston (F662)",#68716A,#899593,#6F796C,#6C7375,#4E534C
748,Landscape with Olive Tree and Mountains in the Background,Van_Gogh_-_Landschaft_mit_Olivenbaum_und_Bergkette_im_Hintergrund.jpeg,"December, 1889",Location unknown (F663),#5D545E,#8C828D,#8B858F,#928893,#BFB7C1
749,The White Cottage Among the Olive Trees,Van_Gogh_-_Weißes_Bauernhaus_zwischen_Olivenbäumen.jpeg,"December, 1889","Private collection, Japan (F664)",#9C9B90,#C6C4C0,#A59577,#766E5F,#879294
750,The Reaper (after Millet),Van_Gogh_-_Der_Schnitter_(Nach_Millet).jpeg,1889,Private Collection (F688),#3574A1,#3287C6,#64662B,#9E9C3E,#C3BE6A
751,The Sower (after Millet),Van_Gogh_-_Der_Sämann_(nach_Millet).jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F689)",#B6B163,#767A4D,#8D905E,#99933F,#565B2F
752,The Sower (after Millet),Vincent_Willem_van_Gogh_025.jpg,1889,"Niarchos Collection, Zurich (F690)",#878E87,#ACB693,#646260,#373845,#61677C
753,The Thresher (after Millet),Van_Gogh_-_Der_Drescher_(nach_Millet).jpeg,1889,"Van Gogh Museum, Amsterdam (F692)",#716852,#957B4F,#A1A8AB,#B59A69,#4A4735
754,The Sheaf-Binder (after Millet),Van_Gogh_-_Der_Garbenbinder_(nach_Millet).jpeg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F693)",#DAB446,#9E865F,#AE8535,#AAB5AB,#755C35
755,Woman Spinning (after Millet),Van_Gogh_-_Die_Spinnerin_(nach_Millet).jpeg,1889,"Collection Sara and Moshe Mayer, Geneva, Switzerland (F696)",#C4CDB7,#5B6858,#809D81,#A8A988,#8BAF9E
756,Peasant Woman Cutting Straw (after Millet),Van_Gogh_-_Bäuerin_beim_Strohschneiden_(nach_Millet).jpeg,1889,"Van Gogh Museum, Amsterdam (F697)",#688598,#777353,#B9BBAF,#404539,#ADA36B
757,Peasant Woman with a Rake (after Millet) (b/w copy),Van_Gogh_-_Bäuerin_mit_Harke.jpeg,1889,Private collection (F698),#777279,#9D979F,#9B979D,#99949C,#B4AFB8
758,The Shepherdess (after Millet),Vincent_Willem_van_Gogh_032.jpg,1889,"Tel Aviv Museum of Art, Israel (F699)",#A97C49,#9B7D60,#727E86,#B9A98B,#463634
759,Peasant Woman Binding Sheaves (after Millet),Van_Gogh_-_Die_Garbenbinderin_(nach_Millet).jpeg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F700)",#99A58C,#767956,#565E46,#8F9061,#6D8384
760,Two Diggers among Trees,Van_Gogh_-_Zwei_Männer_beim_Ausgraben_eines_Baumstumpfs.jpeg,1889,"Detroit Institute of Arts, Detroit, Michigan (F701)",#BEBB99,#8F907B,#6F6B44,#9A9471,#727469
761,Portrait of a Patient in Saint-Paul Hospital,Van_Gogh_-_Bildnis_eines_Patienten_im_Hospital_Saint-Paul.jpeg,1889,"Van Gogh Museum, Amsterdam, Netherlands (F703)",#3B332A,#8B7F65,#625340,#8F733D,#BFAA78
762,Enclosed Field with Ploughman,Van_Gogh_-_Acker_mit_plügenden_Bauern_und_Mühle.jpeg," October, 1889","Museum of Fine Arts, Boston, Massachusetts (F706)",#D8C05E,#A19B79,#D0CFAE,#B9A04C,#71663E
763,Olive Orchard,Van_Gogh_-_Olivenhain3.jpg,"November, 1889","Van Gogh Museum, Amsterdam, Netherlands (F707)",#7F897B,#83836F,#C8CAB9,#575841,#9D8865
764,Olive Orchard,Van_Gogh_-_Olivenhain2.jpeg,"November, 1889","Metropolitan Museum of Art, New York (F708)",#B49055,#75683F,#C9C9B8,#9F997C,#CEB170
765,Olive Trees: Bright Blue Sky,Van_Gogh_-_Olivenhain_mit_blauem_Himmel.jpeg,"June, 1889","Van Gogh Museum, Amsterdam, Netherlands (709)",#877951,#92845B,#8C7E55,#928157,#94875E
766,Olive Trees,Vincent_van_Gogh_Olive_Trees_MIA_517.jpg,"November, 1889","Minneapolis Institute of Arts, Minnesota (F710)",#868172,#947846,#564125,#B1A273,#CEC9A2
767,Olive Trees,Van_Gogh_-_Olivenbäume.jpeg,1889,Private Collection (F711),#9AAB87,#BA9E6B,#5C6E4E,#CFBA86,#7C9370
768,Olive Trees in a Mountainous Landscape (with the Alpilles in the Background),Van_Gogh_The_Olive_Trees..jpg,"June, 1889","Museum of Modern Art, New York, New York (F712)",#5D7A61,#49657A,#A8B697,#2E4940,#6B8BA6
769,Olive Trees,Olive_Trees_(Van_Gogh).jpg,"November, 1889","National Gallery of Scotland, Edinburgh (F714)",#303036,#5C647E,#7B6B55,#5F6060,#A19D99
770,Olive Orchard,Van_Gogh_-_Olvivenhain.jpeg,"June, 1889","Nelson-Atkins Museum of Art, Kansas City, Missouri (F715)",#586658,#848A6A,#858C7F,#ACB39B,#879B94
771,Olive Trees Against a Slope of a Hill,Van_Gogh_-_Olivenbäume_auf_einem_Hügel.jpeg,1889,"Van Gogh Museum, Amsterdam (F716)",#7A5B49,#7C5F3B,#504033,#6C6050,#997F62
772,Wheat Field with Cypresses also see Wheat Field with Cypresses,Vincent_van_Gogh_-_Wheat_Field_with_Cypresses_-_Google_Art_Project.jpg,1889,"Metropolitan Museum of Art, New York (F717)",#B79333,#464B20,#BFCCD2,#7894A7,#919B7F
773,Green Wheat Field,Van_Gogh_-_Grünes_Weizenfeld.jpeg,1889,Kunsthaus Zürich (F718),#B1BCA9,#8D966E,#9EB057,#6A794D,#878F79
774,Green Wheat Field with Cypress,Vincent_van_Gogh_-_Green_Field_-_Google_Art_Project.jpg,1889,"Národní Gallery, Prague, Czech Republic (F719)",#7A9567,#8A964D,#6B775C,#A5B385,#486C49
775,"Enclosed Wheat Field with Rising Sun also see Saint-Remy, The Wheat Field, Spring and Summer",Vincent_Willem_van_Gogh_007.jpg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F720)",#535B72,#555122,#E0CE74,#808D9F,#93802E
776,"Wheat Fields in a Mountainous Landscape, also Meadow in the Mountains of Saint-Paul",A_Meadow_in_the_Mountains_Le_Mas_de_Saint-Paul_1889_Vincent_van_Gogh.jpg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F721)",#D0C63F,#5F5E26,#9C9A9C,#8D9048,#958B27
777,"Wheat Field Behind Saint-Paul Hospital, San Rémy",Van_Gogh_-_Weizenfeld_hinter_dem_Hospital_Saint-Paul.jpeg,"November, 1889","Virginia Museum of Fine Arts, Richmond, Virginia (F722)",#9A967E,#96937E,#8E8C78,#939078,#96937E
778,At the Foot of the Mountains also Field with Pollard Trees and Mountainous Background (b/w copy),Van_Gogh_-_Umfriedetes_Feld_mit_Blick_auf_eine_Berglandschaft.jpeg,1889,"Van Gogh Museum, Amsterdam (F723)",#615761,#8C828D,#645A64,#5D535D,#3B333B
779,Le Mont Gaussier with the Mas de Saint-Paul (b/w copy),Van_Gogh_-_Blick_auf_den_Mont_Gaussier.jpeg,1889,Private collection (F725) (Attribution to Van Gogh doubtful),#817B85,#B3AEB8,#7F7C84,#4F4A54,#7F7983
780,Landscape in the Neighbourhood of Saint-Rémy,Van_Gogh_-_Landschaft_mit_Bauernhaus_und_Bergkette_im_Hintergrund.jpeg,1889,"Location unknown, stolen in 1989 (F726)",#655F69,#5D5761,#99939D,#615B65,#39333D
781,Valley with Ploughman Seen from Above (b/w copy),Van_Gogh_-_Blick_auf_ein_Tal_mit_Haus_und_pflügenden_Bauern.jpeg,1889,"Hermitage Museum, St. Petersberg, Russia (F727)",#4C444E,#C2BCC6,#8F8992,#8E8791,#87808A
782,A Road at Saint-Remy with Female Figure,Van_Gogh_-_Weg_in_Saint-Rémy_mit_weiblicher_Figur.jpeg,1889,"Kasama Nichido Museum of Art, Ibaraki, Japan (F728)",#9F8E59,#92957F,#C6B05F,#645F4A,#C3C19D
783,The Garden of Saint-Paul Hospital,Van_Gogh_-_Garten_des_Hospitals_Saint-Paul2.jpeg,"October, 1889 ", Private Collection (F730),#9A7140,#87755B,#B28851,#4B4132,#C8A56F
784,Trees in the Garden of Saint-Paul Hospital,Van_Gogh_-_Bäume_und_Figur_vor_dem_Hospital_Saint-Paul.jpeg,"October, 1889 ", Private Collection (F731),#9B939B,#443D44,#6B656B,#6A626A,#6B636B
785,Stone Bench in the Garden of Saint-Paul Hospital,Van_Gogh_-_Banco_de_Pedra_no_Asilo_de_Saint_Remy.jpg,1889,"São Paulo Museum of Art, Brazil (F732)",#674115,#A98251,#886640,#895F2B,#96682E
786,Path in Pine Trees with Figure in the Garden of Saint-Paul Hospital,Van_Gogh_-_Garten_des_Hospitals_Saint-Paul_mit_Figur.jpeg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F733)",#A67C51,#C19E77,#93785F,#846142,#5E3F26
787,The Garden of Saint-Paul Hospital,Van_Gogh_-_Garten_des_Hospitals_Saint-Paul.jpeg,"May, 1889","Kröller-Müller Museum, Otterlo (F734)",#998763,#786645,#927D4F,#B09D73,#93805B
788,Landscape with Wheat Sheaves and Rising Moon,Landscape_with_wheat_sheaves_and_rising_moon.jpg,1889,"Kröller-Müller Museum, Otterlo, Netherlands (F735)",#7B603D,#586E82,#5D4628,#344859,#8C8B80
789,"Enclosed Field with Rising Sun also see Saint-Remy, The Wheat Field, Fall and Winter",Vincent_Willem_van_Gogh_063.jpg,1889,Private Collection (F737),#8E814A,#81743F,#8A7A47,#5B4E24,#B2A065
790,Field with Two Rabbits,Van_Gogh_-_Zwei_Kaninchen_auf_einer_Wiese.jpeg,1889,"Van Gogh Museum, Amsterdam (F739)",#998E70,#9C844E,#C7B079,#524F36,#797661
